Store No,Store Name,Address,Postcode,Latitude,Longitude
470,Maghull,"22 Central Square, Maghull",L31 0AE,53.516737,-2.943866
471,Edgware,"Unit 13, The Broadwalk Centre, Edgware",HA8 7BD,51.61243,-0.275485
473,Altrincham,"58 George Street, Altrincham",WA14 1RH,53.387749,-2.350106
474,Berwick upon Tweed,"44/46 Marygate, Berwick",TD15 1BN,55.770101,-2.004049
475,Brighton London Road,"11 London Road, Brighton",BN1 4JA,50.830276,-0.136303
476,Gateshead Town Centre,"Unit 3B, West Street, Gateshead",NE8 1BH,54.962407,-1.603965
477,Cambridge,"29 Fitzroy Street, Cambridge",CB1 1ER,52.20692,0.13049
478,Welwyn Garden City,"Unit 26, Howard Centre, Welwyn",AL8 6HA,51.801213,-0.204548
479,Chester,"1 Frodsham Street, Unit 1 Mercia Square, Chester",CH1 3JJ,53.192434,-2.888713
480,Lichfield,"31 Bakers Lane, Three Spires Shopping Centre",WS13 6NQ,52.682984,-1.82549
481,Newcastle upon Tyne,"55/57 Northumberland Street, Newcastle",NE1 7AF,54.975384,-1.612759
482,Exeter High Street,"249 High Street, Exeter",EX4 3PZ,50.725379,-3.528127
483,Horsham,"47 West Street, Horsham",RH12 1PP,51.063062,-0.330997
484,Merry Hill Centre Main Mall,"Unit L35, Lower Mall, Phase 5, Merry",DY5 1QX,52.483512,-2.110243
485,Seaham,"Unit 3B, Byron Shopping Centre, Seaham",SR7 7DR,54.83631,-1.331076
486,Braintree,"Unit 8a, George Yard, Braintree Shopping Centre",CM7 1RB,51.878699,0.550102
487,Redditch,"53 Evesham Walk, Kingfisher Shopping Centre",B97 4EX,52.305951,-1.942382
488,Brierley Hill,"Unit 18, The Moor Centre, Brierley",DY5 3AH,52.481127,-2.122296
489,Otley,"6 Orchard Gate, Otley",LS21 3NX,53.905193,-1.692816
491,Southampton Above Bar Street,"66 Above Bar Street, Southampton",SO14 7NN,50.908574,-1.405167
492,Camberley,"Unit 2A, Grace Reynolds Walk, Camberley",GU15 3SN,51.338273,-0.745565
493,Stratford Centre,"Unit 7, The Stratford Centre, Stratford",E15 1XA,51.541154,0.00055
494,Washington,"Unit 8, The Galleries, Washington",NE38 7SA,54.899591,-1.532524
496,Clifton (Nottingham),"226/228 South Church Drive, Clifton",NG11 8AA,52.903211,-1.177778
499,Shepherds Bush,"Unit 6 The Broadway, West 12 Shopping Centre, Shepherds",W12 8PP,51.503863,-0.21881
500,Castle Bromwich,"16 Timberley Lane, Castle",B34 7EH,52.501269,-1.77107
501,Airdrie,"70 Graham Street, Airdrie",ML6 6DB,55.865879,-3.978444
502,Allerton,"1 Allerton Road, Mossley Hill, Liverpool",L18 1LG,53.388721,-2.912403
503,Allestree,"23 Park Farm Centre, Park Farm Drive, Derby, Allestree",DE22 2QQ,52.943688,-1.4969
504,Barkingside,"73 High Street, Ilford, Barkingside",IG6 2AF,51.590475,0.081915
505,Bearwood,"577 Bearwood Shopping Centre, Bearwood Road, Smethwick, Bearwood",B66 4BH,52.474912,-1.969077
506,Belper,"22 King Street, Belper",DE56 1PS,53.022971,-1.483487
507,Bicester,"19A Sheep Street, Bicester",OX26 6JF,51.89802,-1.151325
508,Blackpool Abingdon Street,"10/12 Abingdon Street, Blackpool",FY1 1DA,53.819134,-3.052057
511,Canton,"171 Cowbridge Road East, Cardiff",CF11 9AH,51.481394,-3.196874
512,Caterham,"2 Church Walk Shopping Centre, Caterham",CR3 6RT,51.281554,-0.07723
513,Chesham,"47A High Street, Chesham",HP5 1BW,51.705224,-0.612294
514,Chester le Street,"118 Front Street, Chester",DH3 3BA,54.855368,-1.573518
515,Chineham,"13 Chineham Shopping Centre, Chineham",RG24 8BQ,51.284188,-1.059687
516,Cirencester,"31 Cricklade Street, Cirencester",GL7 1HY,51.71582,-1.967217
518,Dagenham,"31 The Mall, Heathway, Dagenham",RM10 8RE,51.541091,0.148971
519,Droitwich,"46 St Andrew's Square, Droitwich",WR9 8HE,52.267947,-2.150383
521,Egham,"33 The Precinct  High Street, Egham",TW20 9HN,51.432111,-0.545926
522,Ely,"2 The Cloisters, Ely",CB7 4ZH,52.399807,0.266702
524,Everton,"2 The Mall, Breck Road District Centre, Everton",L5 6SP,53.422892,-2.957813
525,Felixstowe,"75 Hamilton Road, Felixstowe",IP11 7BE,51.962927,1.351189
526,Formby,"5A Chapel Lane, Formby",L37 4DL,53.557091,-3.061425
527,Frome,"Unit 1, The Bridge, Frome",BA11 1AR,51.231947,-2.32038
528,Garforth,"36 Main Street, Garforth",LS25 1AA,53.794878,-1.388001
529,Garston,"Unit 1, Gateway Complex, 17 St Marys Road, Liverpool, Garston",L19 2NJ,53.353973,-2.89895
530,Hastings,"14 Wellington Place, Hastings",TN34 1NY,50.855248,0.581144
531,Hawick,"62 High Street, Hawick",TD9 9EE,55.423237,-2.785889
532,Harrogate,"12 Cambridge Street, Harrogate",HG1 1RX,53.993351,-1.539671
534,Hoddesdon,"85A High Street, Hoddesdon",EN11 8ET,51.759393,-0.012004
535,Loughton,"214 High Street, Loughton",IG10 1ET,51.648036,0.05541
536,Hucknall,"36C High Street, Nottingham, Hucknall",NG15 7HG,53.037974,-1.201869
538,Huntingdon,"Unit A St Benedicts Court, 47 High Street, Huntingdon",PE29 3PN,52.329743,-0.183403
539,Keynsham,"65/67 High Street, Keynsham",BS31 1DS,51.415633,-2.498221
540,Langney,"68 Kingfisher Drive, Langney",BN23 7RT,50.803337,0.303921
541,Leigh Park,"63 Greywell Road, Havant, Leigh",PO9 5AH,50.867478,-0.984182
542,Leven,"30 High Street, Leven",KY8 4LZ,56.194068,-2.998569
543,Leyland,"56 Hough Lane, Leyland",PR25 2SA,53.695744,-2.692906
544,Lincoln 171 High Street,"171 High Street, Lincoln",LN5 7AF,53.22643,-0.542084
546,Mildenhall,"20 Market Place, Mildenhall",IP28 7EF,52.343299,0.510586
547,Moreton,"268A Hoylake Road, Moreton",CH46 6AF,53.400134,-3.115
549,New Milton,"65 Station Road, New Milton",BH25 6HY,50.753989,-1.655097
551,Ormskirk,"11 Church Street, Ormskirk",L39 3AE,53.567584,-2.886592
552,Oswestry,"28 Bailey Street, Oswestry",SY11 1PU,52.860013,-3.054611
553,Penarth,"27 Windsor Road, Penarth",CF64 1JD,51.439475,-3.175376
554,Plymouth Cornwall Street,"29 Cornwall Street, Plymouth",PL1 1NW,50.372245,-4.141313
555,Pontefract,"Unit 8, Salter Row, Pontefract",WF8 1BA,53.69206,-1.311182
556,Preston Orchard Street,"18 Orchard Street, Preston",PR1 2EN,53.760036,-2.700791
557,Rayleigh,"22/24 High Street, Rayleigh",SS6 7EF,51.587413,0.607063
558,Rickmansworth,"80B High Street, Rickmansworth",WD3 1AQ,51.639275,-0.47104
559,Royston,"27C High Street, Royston",SG8 9AA,52.047274,-0.023838
560,Sheldon,"2158 Coventry Road, Sheldon",B26 3JB,52.452919,-1.784286
561,Shirley Solihull,"213 Stratford Road, Shirley",B90 3AH,52.411877,-1.826517
562,Sleaford,"Unit 8, The Riverside Shopping Centre, Southgate",NG34 7PD,52.998469,-0.410932
563,Southend Royals Centre,"12 The Royals Shopping Centre, Southend",SS1 1DQ,51.534772,0.715326
564,Spalding,"26 Hall Place, Spalding",PE11 1SG,52.787584,-0.152195
565,Speke Morrisons,"Unit 8 Speke District Centre, 9 Penketh Drive, Liverpool, Speke",L24 2WZ,53.345264,-2.839434
567,Thetford,"14A King Street, Thetford",IP24 2AP,52.414124,0.748993
568,Totton,"33 Commercial Road, Southampton, Totton",SO40 3BX,50.919283,-1.48844
569,Driffield,"64a Middle Street South, Driffield",YO25 6QG,54.004252,-0.437458
570,Waltham Cross,"80 Pavilion Shopping Centre, High Street, Waltham",EN8 7BZ,51.686301,-0.032323
571,Wantage,"7 Market Place, Wantage",OX12 8AB,51.588275,-1.426569
572,Waterlooville,"Unit 9, Dukes Walk, Waterlooville",PO7 7HS,50.879408,-1.030361
573,Whitton,"82 High Street, Whitton",TW2 7LS,51.451332,-0.358275
574,Wickford,"46 High Street, Wickford",SS12 9AT,51.61169,0.520386
575,Wigston,"20 Bell Street, Wigston",LE18 1PA,52.584968,-1.10296
576,Witham,"5 The Newlands, Witham",CM8 2AP,51.800064,0.639261
577,Woodbridge,"Unit 8, (No 4) The Turban Centre  Hamblin Walk, Woodbridge",IP12 1DE,52.093047,1.320154
578,Lurgan NI,"10 Market Street, Lurgan",BT66 6AQ,54.462671,-6.332358
579,Bishop Auckland Retail Park,"Unit 1, Tindale Crescent, Bishop",DL14 9AB,54.641608,-1.693637
580,Blackpool Waterloo Road,"74 Waterloo Road, Blackpool",FY4 1AB,53.798919,-3.052143
581,Morton Park Darlington Morrisons,"Unit S6, Enterprise Mall, Morton Park Way",DL1 4PJ,54.520628,-1.501402
582,Hednesford Tesco,"Unit 3b, Victoria Shopping Centre, Hednesford",WS12 1BT,52.709686,-1.99806
583,Tunstall Retail Park,"Unit 6, Alexandra Retail Park, Tunstall",ST6 6BE,53.057232,-2.206514
584,Cheltenham Regent Arcade,"Units 14/15, Regent Arcade, Regent Street",GL50 1JZ,51.899354,-2.074954
585,Castlemilk,"Unit 19, Castlemilk Arcade, The Braes Shopping Centre",G45 9AA,55.806669,-4.235101
587,Southport Central Retail Park,"Unit 6A2, Central 12 Shopping Retail Park, Southport",PR9 0TQ,53.64526,-2.995595
588,Montrose,"43 High Street, Montrose",DD10 8LR,56.712443,-2.467748
591,Kenilworth,"10 Warwick Road, Kenilworth",CV8 1HB,52.342301,-1.579028
594,Hull Holderness Road,"Unit 1 & 2, Kingston Shopping Centre, 216 - 218 Holderness Road",HU9 2AA,53.753472,-0.313317
596,Wembley,"502 High Road, Wembley",HA9 7BH,51.553278,-0.295162
598,Seacroft Tesco,"Unit 7, Seacroft District Centre, Leeds",LS14 6JD,53.822227,-1.460702
601,Runcorn,"Unit 46, Halton Lea Shopping Centre, Runcorn",WA7 2GX,53.32783,-2.697714
603,Bitterne,"397 Bitterne Road, Bitterne",SO18 5RR,50.914677,-1.360621
604,Brighton Western Road,"41/42 Western Road, Brighton",BN1 2EB,50.823833,-0.147379
605,Falmouth,"33 Market Street, Falmouth",TR11 3AT,50.155343,-5.068735
606,Uckfield,"19 High Street, Uckfield",TN22 1AG,50.970064,0.09594
609,East Ham,"31 High Street North, East",E6 1HS,51.53431,0.05308
611,St Austell,"40/42 Fore Street, St Austell",PL25 5ER,50.338363,-4.794521
613,Gateshead Metrocentre,"No 22, Unit 94, Russell Way, Metro Centre, Gateshead",NE11 9YZ,54.957636,-1.667443
615,Diss,"Unit 2, 10/11 Mere Street, Diss",IP22 4AD,52.375057,1.109216
616,Sudbury,"9A North Street, Sudbury",CO10 1RB,52.040254,0.730482
617,Erith,"Unit 10, Riverside Shopping Centre, Erith",DA8 1RG,51.48014,0.180928
618,Ross on Wye,"5 Broad Street, Ross",HR9 7DZ,51.914725,-2.583808
621,Basildon Town Square,"Unit 94, Town Square, Basildon",SS14 1BX,51.569955,0.45878
622,Newport IOW,"103 High Street, Newport",PO30 1TJ,50.699714,-1.296403
623,Inverness,"Unit 35, Eastgate Centre, Inverness",IV2 3PP,57.478987,-4.220437
624,Bangor Main Street NI,"54/56 Main Street, Bangor",BT20 5AG,54.662251,-5.668126
625,Belfast Castle Court NI,"Unit 32, Castle Court Shopping Centre, Belfast",BT1 1DD,54.600613,-5.93427
627,Ballymena Tower Centre NI,"Unit 12, Tower Centre, Ballymena",BT43 6AH,54.865836,-6.27742
628,Bangor Bloomfield NI,"Unit 45, Bloomfield Centre, Bangor",BT19 7HB,54.647479,-5.656499
629,Belfast Ann Street NI,"Unit 1, 5-17 Ann Street, Belfast",BT1 4EA,54.598833,-5.92687
630,Coleraine NI,"31 The Diamond, Coleraine",BT52 2DP,55.135392,-6.660823
631,Lisburn NI,"63 Bow Street, Lisburn",BT28 1BJ,54.511118,-6.047007
634,Accrington,"Unit 3, Cornhill Mall, Arndale Centre, Accrington",BB5 1EX,53.754445,-2.365299
635,Walton on Thames,"40 High Street, Walton",KT12 1BZ,51.385126,-0.418878
636,Derby intu,"Unit 140, Level 1 intu Derby, Derby",DE1 2PL,52.919607,-1.47426
637,Littlehampton,"62 High Street, Littlehampton",BN17 5EA,50.809386,-0.542233
638,Birkenhead,"25 Borough Pavement, Birkenhead",CH41 2XX,53.389241,-3.023519
639,Connah's Quay Morrisons,"Unit D, Quay Shopping Centre, Connah's",CH5 4UQ,53.213453,-3.074011
640,Wood Green Shopping City,"Unit B37 Shopping City, Wood",N22 6YA,51.594484,-0.108672
641,Yardley Tesco,"Unit SU10A, (No 10)  Swan Shopping Centre, 20 Church Road",B25 8UJ,52.462507,-1.813676
642,Romford Lockwood Walk,"Unit GL1A, Lockwood Walk, Liberty Shopping Centre, Romford",RM1 3RL,51.578331,0.184038
643,Halesowen,"Unit 39, Hagley Mall, Cornbow Centre, Halesowen",B63 4AJ,52.448618,-2.051536
644,Epping,"271/271A High Street, Epping",CM16 4DA,51.700812,0.113402
645,Ipswich Carr Street,"33 Carr Street, Eastgate Shopping Centre, Ipswich",IP4 1HA,52.057605,1.157816
646,Bodmin,"7 Fore Street, Bodmin",PL31 2HT,50.471164,-4.719654
647,Irvine,"Unit 28, Rivergate Shopping Centre, Irvine",KA12 8EH,55.613085,-4.670035
648,Mold,"9 High Street, Mold",CH7 1AZ,53.167198,-3.142116
650,Guisborough,"46 Westgate, Guisborough",TS14 6AF,54.534854,-1.054048
651,Alloa,"33 High Street, Alloa",FK10 1JF,56.115507,-3.791358
654,Freeport Talke FOC,"Unit 41, Freeport Talke Outlet Village, Freeport",ST7 1XD,53.070136,-2.26317
656,Freeport Sterling Mills FOC,"Unit 34, Sterling Mills Outlet Village, Freeport",FK13 6HQ,56.14929,-3.742027
657,Wandsworth,"Unit 121-122, Southside Shopping Centre, Wandsworth",SW18 4TF,51.454569,-0.193136
658,Leighton Buzzard,"Unit 8, Waterbourne Walk Shopping Centre, Leighton",LU7 1DH,51.916764,-0.663519
661,Bexleyheath Broadway Shopping Centre,"Unit 42, Broadway Shopping Centre, Bexleyheath",DA6 7JJ,51.455838,0.145999
662,Solihull High Street,"73 High Street, Solihull",B91 3SW,52.413216,-1.777848
663,Streatham,"144 Streatham High Street, Streatham",SW16 1BJ,51.432662,-0.129475
664,Cameron Toll,"Unit 20 Cameron Toll Shopping Centre, Cameron",EH16 5PB,55.926657,-3.164139
665,Kimberley,"Unit 3, 29 Greens Lane, Kimberley",NG16 2PB,52.996302,-1.256486
668,Bathgate,"31 George Street, Bathgate",EH48 1PG,55.901519,-3.641775
669,Carlisle,"Unit 20/21 4/6 Globe Lane, The Lanes, Carlisle",CA3 8NX,54.895257,-2.934471
670,Glasgow 167 Argyle Street,"Unit 8, 167-201 Argyle Street, Glasgow",G2 8BU,55.857996,-4.256233
671,Norwich Haymarket,"10 Haymarket, Norwich",NR2 1QD,52.627358,1.29388
673,Glasgow Maryhill Tesco,"Unit 4, Maryhill Shopping Centre, Glasgow",G20 9SH,55.887132,-4.286469
674,Rustington,"3 Churchill Parade, Rustington",BN16 3DJ,50.810809,-0.507526
675,Kirkcaldy,"13/15 The Mercat Shopping Centre, Kirkcaldy",KY1 1NU,56.109453,-3.158558
676,Nottingham Exchange Walk,"6 Exchange Walk, Nottingham",NG1 2NX,52.952712,-1.148978
677,Chelmsford Meadows,"Unit 9, The Meadows, Chelmsford",CM2  6FD,51.731773,0.475834
679,Burton on Trent Octagon Centre,"Unit 9, The Octagon Centre, Burton",DE14 3TN,52.800708,-1.633701
680,Glasgow 202 Sauchiehall Street,"202 Sauchiehall Street, Glasgow",G2 3EF,55.865082,-4.259441
682,Peterhead,"Unit 10, Drummers Corner, Peterhead",AB42 1ZP,57.50548,-1.780893
683,Peckham,"Unit 4, The Aylesham Shopping Centre, Peckham",SE15 5EW,51.472737,-0.068655
685,Hanley Lamb Street,"7 Lamb Street, Hanley",ST1 1PF,53.026521,-2.175801
687,Fleetwood,"Unit 3, Carlton Court, Fleetwood",FY7 6LY,53.921152,-3.014312
688,Belfast Park Centre NI,"Unit 4, Park Centre, Donegall Street, Belfast",BT12 6HN,54.589226,-5.9622
690,Cardiff St Davids,"26/28 St Davids Way, St Davids Centre",CF10 2DP,51.480679,-3.175989
691,Harlow Broad Walk,"Unit 1, 35 Broad Walk, Harlow",CM20 1EY,51.769961,0.095094
694,Newport 43A Commercial Street,"43A Commercial Street, Newport",NP20 1LP,51.585202,-2.99412
699,Portadown NI,"Unit 1, West Street, Magowan West, Portadown",BT62 3PL,54.42245,-6.446466
706,Leamington Spa The Parade,"Unit 29, The Parade, Leamington",CV32 4DE,52.292727,-1.535527
707,Plymouth 26 New George Street,"26 New George Street, Plymouth",PL1 1RW,50.371658,-4.141483
710,Beckton Retail Park,"Unit 8a, Gallions Reach Shopping Centre, 3 Armada Way",E6 7ER,51.517194,0.080317
711,Coventry The Precinct,"Unit 13, The Precinct, Coventry",CV1 1DE,52.408355,-1.511677
712,Swindon Brunel,"Unit 2D, Brunel Plaza, Brunel Centre",SN1 1LF,51.560581,-1.785653
713,Ballymena Fairhill NI,"Unit 30, Fairhill Shopping Centre, Ballymena",BT43 6UF,54.869072,-6.275023
715,Manchester Arndale Arkwright Way,"Unit L22 New Arkwright Way, Manchester",M4 3AB,53.483153,-2.241382
716,Bury The Rock,"Unit F1, Central Street",BL9 0NN,53.595306,-2.291413
717,Walsall 12 Park Street,"12/14 Park Street, Walsall",WS1 1NG,52.585077,-1.983229
718,Lewisham,"Unit 6, Lewisham Centre, Lewisham",SE13 7HB,51.46188,-0.012595
719,Lakeside Shopping Centre,"Unit 19, Lakeside Shopping Centre, Lakeside",RM20 2ZP,51.487107,0.283577
720,Leeds Lands Lane,"Unit 9, Lands Lane, Leeds",LS1 6AW,53.797684,-1.543894
721,Bromley High Street,"121 High Street, Bromley",BR1 1JQ,51.403497,0.015425
722,Cramlington,"Unit G, Manor Walk Shopping Centre, Cramlington",NE23 6UT,55.085489,-1.590063
725,Hunslet Morrisons,"Unit 5, Penny Hill Centre, Church Street, Hunslet, Leeds",LS10 2AP,53.778858,-1.528665
726,Aberdeen Trinity Centre,"Unit 18, Trinity Centre, Aberdeen",AB11 6BE,57.145329,-2.100663
728,Ryde IOW,"32 High Street, Ryde",PO33 2HT,50.727825,-1.162869
730,Glasgow Shawlands,"Unit E, Shawlands Arcade, Glasgow",G41 3NN,55.828401,-4.283946
731,Minehead,"Unit 2, 10 The Parade, Minehead",TA24 5UG,51.20571,-3.477078
735,Derry Richmond NI,"Unit 17 & 18, Level 3, Richmond Centre, Derry",BT48 6PE,54.995592,-7.320923
736,Carrickfergus NI,"17B De Courcy Centre, Carrickfergus",BT38 7AG,54.716187,-5.806997
740,Newport Spytty Road Tesco,"Unit U7, Tesco Extra, Spytty Road, Newport",NP19 4TX,51.576519,-2.945905
741,Stourbridge,"Unit 17, Ryemarket Shopping Centre, Stourbridge",DY8 1HJ,52.455954,-2.14639
744,Weston Favell,"Unit 27/28, Weston Favell Shopping Centre, Northampton",NN3 1HL,52.26767,-0.859296
745,Eastleigh,"Unit 37, Swan Centre, Eastleigh",SO50 5SG,50.966847,-1.353155
746,Banbury,"Unit 72, Quay Mall, Castle Quay Shopping Centre, Banbury",OX16 5UN,52.063223,-1.334726
747,Eastbourne,"Units 32 & 33, Arndale Centre, Eastbourne",BN21 3NW,50.769278,0.284661
748,Dumfries,"Unit 29, Loreburn Shopping Centre, Dumfries",DG1 2BD,55.067061,-3.610313
751,Hull Hessle Road,"Unit 12/13, St Andrews Retail Park, Hessle Road, Hull",HU3 4EH,53.734027,-0.371751
754,Wombwell,"58 High Street, Wombwell",S73 8DA,53.524008,-1.40037
755,Aberdeen St Nicholas,"W2, St Nicholas Shopping Centre, Aberdeen",AB10 1HW,57.147766,-2.098009
756,Govan,"Unit S3, Govan Cross Shopping Centre, Govan Road, Govan",G51 3JW,55.862759,-4.312364
758,Aberystwyth,"26 Great Darkgate Street, Aberystwyth",SY23 1DE,52.414579,-4.084547
759,Bury St Edmunds,"34 Buttermarket, Bury",IP33 1DW,52.24535,0.713393
760,Lancaster,"25 - 27 Penny Street, Lancaster",LA1 1UA,54.048296,-2.799732
761,Leeds White Rose,"Unit 51, White Rose Shopping Centre, Leeds",LS11 8LL,53.75787,-1.574143
762,Wrexham,"45 Hope Street, Wrexham",LL11 1DB,53.048377,-2.998104
764,OPENshaw Morrisons,"Unit 6, Lime Square, 1221 Ashton Old Road, OPENshaw",M11 1DA,53.473665,-2.1649
765,Skipton,"1 Keighley Road, Skipton",BD23 2LP,53.959887,-2.01754
766,Stanley,"Unit 3, 36/40 Clifford Road, Stanley",DH9 0XG,54.869858,-1.698285
767,Maidstone Week Street,"29 Week Street, Maidstone",ME14 1QS,51.274743,0.522575
769,Ellesmere Port,"37 Mercer Walk, Port Arcades Shopping Centre",CH65 0AP,53.277629,-2.900076
771,Corby,"43-45 Corporation Street, Corby",NN17 1NJ,52.487948,-0.70125
772,Wellingborough,"Unit 40, 16-17 Corn Lane, Swansgate Shopping Centre, Wellingborough",NN8 1EZ,52.301063,-0.691307
773,Woolwich,"100 Powis Street, Woolwich",SE18 6LQ,51.491652,0.066159
776,Eston Tesco,"Unit 5, Tesco, Trunks Road, Eston",TS6 0AB,54.569449,-1.168294
777,Halewood,"Unit 2A, Halewood Shopping Centre, Halewood, Knowsley",L26 0AD,53.359892,-2.830015
778,Colchester Culver Walk,"8-9 Culver Walk, Lion Walk Shopping Centre, Colchester",CO1 1LJ,51.888384,0.902474
779,Hunts Cross Asda,"Unit H, Hunts Cross Shopping Centre, Speke Hall Road, Hunts Cross",L24 9SW,53.3581461,-2.8659273
780,Bridgend,"Units 14-15, The Rhiw Centre, Bridgend",CF31 3BL,51.505413,-3.577558
783,North Watford Asda,"Unit 5, c/o Asda Walmart Supermarket, Watford",WD24 7RT,51.679476,-0.389942
784,Ashby Scunthorpe,"Unit 14 Broadway, Ashby High Street, Ashby",DN16 2SN,53.566471,-0.64841
785,Omagh NI,"Unit 3, 29-31 High Street, Omagh",BT78 1BA,54.599891,-7.302246
786,Belfast Abbey Centre NI,"Unit 71, Abbeycentre, Newtownabbey",BT37 9UH,54.655392,-5.918938
787,Derry Quayside NI,"Unit 6, Quayside Centre, Strand Road",BT48 7PX,55.000248,-7.321407
788,Glengormley Tesco NI,"Unit 10, Sandyknowes Shopping Centre, Glengormley",BT36 5EA,54.676791,-5.962606
789,Andover,"Unit 39, Chantry Way, The Chantry Centre, Andover",SP10 1LT,51.208322,-1.479959
790,Leith,"Unit 39, Newkirkgate Shopping Centre, Leith",EH6 6AD,55.97162,-3.171659
791,Epsom,"Unit 23, The Ashley Centre, High Street, Epsom",KT19 8EB,51.332883,-0.268379
792,Glasgow Fort Retail Park,"Unit B, Block B, Glasgow",G34 9DL,55.872614,-4.138232
793,Ashford,"Unit 21, County Square Shopping Centre, Ashford",TN23 1YB,51.148484,0.870176
795,St Annes,"Unit 3, Burlington Shopping Centre, St Annes Road West, St Annes",FY8 1SB,53.75172,-3.031597
796,Gainsborough,"Unit 23, Marshalls Yard, Gainsborough",DN21 2NA,53.398879,-0.77265
799,New Addington,"Unit 23, Central Parade, New Addington",CR0 0JB,51.342086,-0.015727
800,Staines,"Unit 40-41, Elmsleigh Centre, Staines",TW18 4QB,51.433483,-0.509801
801,Warrington Cockhedge,"Unit 10, Cockhedge Way, Cockhedge Shopping Centre, Warrington",WA1 2QQ,53.390968,-2.589472
802,Hillsborough,"Units 19-20, Hillsborough Shopping Centre, Sheffield",S6 4HL,53.403324,-1.501564
804,Wishaw,"86 Main Street, Wishaw",ML2 7LU,55.775313,-3.922175
805,Blackburn,"22/24 Springhill (Unit 201), The Mall, Blackburn",BB1 7JB,53.748833,-2.482998
806,Newry Buttercrane NI,"Unit 15, Buttercrane Shopping Centre, Newry",BT35 8HJ,54.172182,-6.341267
807,Caernarfon,"33 Pool Street, Caernarfon",LL55 2AD,53.139601,-4.272865
808,Enniskillen NI,"8 Townhall Street, Enniskillen",BT74 7BD,54.344241,-7.638099
809,Barnstaple,"Unit 32, Green Lanes Shopping Centre, Barnstaple",EX31 1UG,51.081915,-4.060581
810,Blaydon,"Unit 8, Blaydon Shopping Centre, Blaydon",NE21 5BT,54.96389,-1.709483
811,Armagh NI,"60 Scotch Street, Armagh",BT61 7DF,54.347324,-6.652887
813,Newtownards Ards NI,"Unit B10/6, Ards Shopping Centre, Newtonards",BT23 4EU,54.592954,-5.709505
815,Motherwell,"Units 35/37, Brandon Parade South, Motherwell",ML1 1RB,55.789815,-3.99116
816,Swinton,"Unit 36-38, The Parade, Swinton Shopping Centre, Swinton",M27 4BH,53.512615,-2.338573
817,Croydon Whitgift Centre,"Unit 1107 - 1109, The Mall, The Whitgift Centre, Croydon",CR0 1UY,51.376163,-0.100556
818,Cardiff Albany Road,"69-71 Albany Road, Cardiff",CF24 3LN,51.493761,-3.168042
819,Brynmawr Retail Park,"Unit 4A, Lakeside Retail Park, Blaina Road, Brynmwar",NP23 4PS,51.797144,-3.175257
820,Wolverhampton Dudley Street,"47-48 Dudley Street, Wolverhampton",WV1 3ER,52.584875,-2.126894
822,Goole,"Unit 8, Wesley Square, Goole",DN14 5EZ,53.705036,-0.871821
823,Rochdale,"Unit 60, Rochdale Exchange Shopping Centre, Rochdale",OL16 1EA,53.617819,-2.158977
825,Cumbernauld Antonine Centre,"Unit 25, Antonine Centre, Cumbernauld",G67 1JW,55.946636,-3.988297
826,Coventry Arena,"Unit 9, The Mall, Coventry",CV6 6AS,52.444469,-1.492507
827,Urmston,"Unit 6, Eden Square Shopping Centre, Urmston",M41 0NA,53.449109,-2.354721
828,West Worthing,"2 Brooklyn Chambers, 11 Goring Road, West Worthing",BN12 4AP,50.813246,-0.402192
830,Gorleston,"138a High Street, Gorleston",NR31 6QX,52.578245,1.727216
831,Kendal,"30 Stricklandgate, Kendal",LA9 4ND,54.327873,-2.747938
832,Northfield,"Unit 29, Northfield Shopping Centre, Northfield",B31 2JU,52.416585,-1.968926
833,Limavady NI,"18-22 Market Street, Limavady",BT49 0AA,55.051149,-6.95126
835,Tiverton,"36 Fore Street, Tiverton",EX16 6LD,50.902925,-3.487128
836,Mansfield 21 Four Seasons,"Unit 21 (20 South Mall), Four Seasons Shopping Centre",NG18 1SU,53.144756,-1.199101
837,Merry Hill 42nd Street,"Unit L66 Lower Mall, Phase 5, Merry Hill",DY5 1SW,52.482784,-2.110506
838,Leeds St Johns,"Unit 15/16, St John's Centre, Leeds",LS2 8LQ,53.80029,-1.543957
839,Bradford Victoria Morrisons,"Unit 6/7, Victoria Shopping Centre, Young Street, Bradford",BD8 9TP,53.797615,-1.787863
840,Milton Keynes,"Unit 93/95, Silbury Arcade, The Centre MK, Milton Keynes",MK9 3AG,52.043411,-0.757458
841,Ashton under Lyne,"Units 6-7, The Arcades Shopping Centre, Ashton",OL6 7JE,53.48938,-2.096538
843,Bedworth,"7-9 All Saints Square, Bedworth",CV12 8LP,52.479694,-1.4724
844,Brownhills,"32 High Street, Brownhills",WS8 6EQ,52.647476,-1.933839
845,Dalkeith,"30 High Street, Dalkeith",EH22 1HR,55.893424,-3.071792
847,Elgin,"157 High Street, Elgin",IV30 1DS,57.648824,-3.316181
848,Fareham Whiteley Tesco,"Unit E17, Whiteley Shopping Centre, Whiteley Way, Fareham",PO15 7PD,50.885418,-1.246567
851,Magherafelt NI,"Unit 14, Meadowlane Shopping Centre, Moneymore Road, Magherafelt",BT45 6PR,54.754039,-6.612371
852,Morriston,"27 Woodfield Street, Morriston",SA6 8AB,51.664692,-3.925555
853,Musselburgh,"162 High Street, Musselburgh",EH21 7DZ,55.942126,-3.051811
