Store No,Store Name,Address,Postcode,Latitude,Longitude
1210,Cribbs Causeway,"Unit 059 Lower Level, The Mall at Cribbs Causeway, Patchway, Bristol",BS34 5DG,51.525157,-2.595359
1211,Bolton Middlebrook RP,"Unit 5, Middlebrook Leisure Park, Bolton",BL6 6JA,53.58337,-2.535715
1212,Crosby Glenn Buildings South,"Glenn Buildings South 3, Glenn Buildings, Crosby ",L23 2UN,53.492595,-3.024498
1213,Glenrothes Lyon Way,"27 Unicorn Way, Glenrothes",KY7 5NU,56.196184,-3.173951
1215,Newport Baddleys Court,"Unit 11, Baddeleys Court, Avenue Road, Newport",TF10 7GQ,52.767463,-2.37666
1216,Harwich,"Unit C2, Gateway Retail Park, Harwich",CO12 4EN,51.941603,1.258569
1218,West Denton ,"Unit 7, West Denton Shopping Centre, West Denton",NE5 2QZ,54.993026,-1.699257
1219,Croydon North End,"83-85 North End, Croydon",CR0 1TJ,51.37574,-0.101637
1220,Thorpe Park,"Unit 7, Thorpe Park Retail Park, Leeds",LS15 8ZA,53.794805,-1.429857
1222,Kingston Eden Walk,"Eden Walk Shopping Centre, Eden Walk, Kingston Upon Thames",KT1 1BP,51.409531,-0.303708
1224,Peterborough Ortongate,"Unit 1, Ortongate Shopping Centre, Peterborough",PE2 5TD,52.543162,-0.302171
1225,Sevenoaks,"Unit 2, Sevenoaks",TN13 1DB,51.271668,0.191643
1226,Chester Grosvenor,"6 St Michaels Square, Grosvenor Shopping Centre, Chester",CH1 1EE,53.189662,-2.889254
1227,Birmingham 75 High Street,75 High Street,B4 7TE,52.479247,-1.895206
1228,Belfast Cityside RP,"100-150 York St, Belfast ",BT15 1JH,54.60871,-5.926492
1229,Cowdenbeath,"339 High Street, Cowdenbeath",KY4 9QJ,56.109871,-3.342641
1231,Cheltenham Edinburgh Place,"76 Edinburgh Place, Cheltenham",GL51 7SF,51.902711,-2.115352
1233,Sunbury on Thames,"Unit 2A, Sunbury Cross Shopping Centre, Sunbury-on-Thames",TW16 7BB,51.418683,-0.421934
1234,Purley,"4 Purley Parade, Purley ",CR8 2AB,51.339463,-0.114449
1235,Newcastle Shiremoor,"Unit 5D, Northumberland Park District Centre, Earsdon Road, Newcastle",NE27 0SJ,55.033546,-1.517795
1237,Kidlington,"59 High St, Kidlington ",OX5 2DL,51.823836,-1.288762
1238,Wimborne Minster,"8 Crown Mead, Wimborne",BH21 1ED,50.799029,-1.985752
1239,Birtley,"Unit 3, Birtley, Chester-le-Street ",DH3 2QH,54.895381,-1.577897
1240,Nailsea Somerset Square,"3 Somerset Square, Nailsea",BS48 1RP,51.433191,-2.758762
1241,Street High Street,"88 High Street, Street",BA16 0EN,51.126505,-2.740749
1242,Nantwich,"Unit 2, Nantwich ",CW5 5LL,53.068283,-2.522165
1244,Newbury Northbrook Street,"39 Northbrook Street, Newbury",RG14 1DT,51.404733,-1.32452
1246,Warrington Westbrook,"Unit 5, Westbrook, Warrington",WA5 8UG,53.408007,-2.630669
1247,Crayford,"Unit 7A, Tower Retail Park, Crayford",DA1 4LD,51.451254,0.181465
1248,Bootle Parkside,"Unit 15A, 161 The Parkside, The Strand Shopping Centre, Bootle",L20 4SZ,53.451899,-2.992919
1249,Kingston Park,"Unit 8, 6a Kingston Park Avenue, Newcastle upon Tyne ",NE3 2FP,55.01372,-1.667561
1250,Fort Kinnaird ,"Unit 7E, Newcraighall Rd, Newcraighall, Edinburgh ",EH15 3RD,55.934248,-3.103844
1251,Coulsdon,"128 Brighton Road, Coulsdon",CR5 2ND,51.321375,-0.137896
1252,Northwich Barons Quay Relo,"Unit 25, Barons Quay Shopping Centre, Northwich",CW9 5LG,53.263776,-2.509656
1254,Yeadon,"Unit 5, Yeadon, Leeds ",LS19 7YU,53.865827,-1.682596
1260,Bromborough,"Unit M2/B2, Bromborough ",CH62 3PN,53.34099,-2.977019
1261,Cupar Retail Park ,"Unit 5, Cupar Retail Park, South Road, Cupar",KY15 5JE,56.315588,-3.007283
1262,Inverness RP,"Unit 5B, Inverness Retail Park, Eastfield Way, Inverness",IV2 7GD,57.481366,-4.177343
1265,Milton Keynes MK1 RP,Unit H4 (H2) MK1 Shopping Park,MK1 1ST,52.010801,-0.734859
1266,Cambridge Bar Hill,"Unit 7, Bar Hill Retail Park, Viking Way, Cambridge",CB23 8EL,52.254566,0.015953
1267,Leicester St George's RP,"Unit 7a, St Georges Retail Park, Leicester",LE1 1SG,52.636124,-1.120239
1269,Monmouth,"Unit 65, Monnow Street, Monmouth",NP25 3EW,51.810489,-2.718433
1270,Swansea Morfa SC,"Unit A, The Pod, Morfa Shopping Park, Brunel Way, Swansea",SA1 7BP,51.643368,-3.930086
1271,Portadown Meadow Lane Tescos NI,"Portadown Tescos NI, Unit 44, The Meadows Shopping Centre, Portadown, Northern Ireland",BT62 3TN,54.421283,-6.438175
1276,Maldon RP,"Maldon Retail Park, Unit 6B, BLACKWATER REATAIL PARK, MALDON, ESSEX,",CM94LJ,51.737705,0.681661
1277,Hamilton Regent Way,"Hamilton Relo, 48 Regent Way, The Regent Shopping Centre, Hamilton",ML3 7DZ,55.774684,-4.033787
1278,Edinburgh Straiton RP,"1278 Edinburgh Straiton RP, Unit 11A The Terrace, Straiton Retail Park, Loanahead",EH20 9TJ,55.884911,-3.165174
1279,Kings Lynn Hardwich RP,"Kings Lynn Hardwick, Unit 6, Hardwick Retail Park, Kings Lynn",PE30 4NA,52.739765,0.413171
1280,Worcester Broad Street,"Worcester Broad Street, 64/65 Broad Street, Worcester",WR1 3LY,52.192709,-2.221829
1282,Chatham Units 32/33,"Chatham Relo, Unit 32-33, Pentagon Centre, Chatham",ME4 4HY,51.383568,0.525393
1285,Maidstone Unit 309,"Maidstone Chequers Shopping Centre Relo, Unit 309, The Mall, Maidstone",ME15 6AT,51.272846,0.525439
1286,Lisburn Bow Street Mall ,"Lisburn Bow Street NI, Unit 28A, Bow Street Mall, Lisburn",BT28 1AW,54.511758,-6.051007
1287,Aylesbury Shopping Park,"Aylesbury Retail Park, Unit 11, Aylesbury Shopping Park, Cambridge Close, Aylesbury",HP20 1DG,51.8206,-0.810225
1288,Alnwick,"Alnwick, Unit 32, Bondgate Within, Alnwick",NE66 1TD,55.41326,-1.704778
1289,Bangor Deiniol SC Wales,"Bangor Relo, Unit 15, Deiniol Shopping Centre, Bangor",LL57 1NW,53.227085,-4.125608
1290,Royal Wootton Bassett,"Royal Wootton Basset, Unit 37, High Street, Royal Wootton Basset",SN4 7BJ,51.542304,-1.904126
1291,Enniskillen NI Unit I,"Enniskillen NI, Unit 1, Erneside Shopping Centre, The Point, Enniskillen",BT74 6JQ,54.342544,-7.635608
1292,Bridgwater RP,"Bridgwater, Unit 4, The Clink and Leggar Retail Park, Bridgwater",TA6 4AB,51.133054,-2.998099
1293,Great Yarmouth SP,"Great Yarmouth, Unit B3, Great Yarmouth Shopping Park, Gapton Hall Road, Great Yarmouth,",NR31 0NL,52.596412,1.713294
1294,Hayes Lombardy SP,"Hayes Lombardy, Unit 7B, Lombardy Shopping Park, Hayes",UB3 3EX,51.516451,-0.405558
1295,Burnham on Sea,"Burnham on Sea, Unit 10a, High Street, Burnham-on-Sea",TA8 1NX,51.234727,-2.997363
1300,Shoeburyness Asda,"Shoeburyness Asda, Unit 7a Asda Centre, North Shoebury Road, Shoeburyness",SS3 8DA,51.539309,0.780771
1301,Amersham,"Amersham, 45 Sycamore Road, Amersham, Buckinghamshire",HP6 5EQ,51.677607,-0.606775
1302,Newtownards Unit 37,"Newtownards NI, 41, High Street, Newtownards,",BT23 7HS,54.592658,-5.694837
1303,Serpentine Green,"Serpentine Green, Unit 12B, Serpentine Green Shopping Centre, Peterborough",PE7 8BE,52.540248,-0.26244
1306,Banbury Cross RP,"Unit 1D, Banbury Cross Retail Park, Lockheed Close, Banbury",OX16 1LX,52.073754,-1.343207
1307,Dublin Ilac SC ROI,"Ilac Shopping Centre Dublin, Unit 25, Ilac Shopping Centre, Dublin",D01 HW54,53.3499889,-6.2647379
1308,Stapleford,"Stapleford, 56 Derby Road, Stapleford, Nottingham",NG9 7AB,52.928258,-1.277776
1309,Godalming,"Godalming, 94, High Street, Godalming",GU7 1DW,51.185574,-0.615023
1310,Crosshands,"Cross Hands, Unit 6b, Cross Hands Retail Park, Llandeli Road, Llandeli",SA14 6NB,51.796478,-4.087172
1311,Cookstown NI,"Cookstown, 60 William Street, Cookstown, County Tyrone",BT80 8NB,54.647327,-6.744715
1312,Glasgow Crown Street RP,"Glasgow, Unit 14C, 25 Gushetfaulds Place, Glasgow",G5 0DP,55.843237,-4.253381
1313,Putney,"Putney Exchange, Unit 29, Putney Exchange, Putney High street, London",SW15 1TW,51.463752,-0.216759
1314,Trentham,"Trentham, Unit 5, Trentham Retail Village, Stone Road,  Trentham, Stoke on Trent",ST4 8AX,52.96242,-2.197738
1315,East Grinstead,"Unit 3 Queens Walk, East Grinstead",RH19 4DW,51.124545,-0.009629
1316,Dublin Nutgrove SC ROI,"Unit 7, Nutgrove Shopping Centre, Nutgrove Way, Rathfarnham, Dublin 14, Ireland",D14 Y205,53.2897265,-6.2674656
1317,Teeside SP,"Stockton Teeside, Unit 4C1 Goodwood Square, Thornaby, Stockton on Tees",TS17 7BW,54.555266,-1.274219
1318,Blackpool ROI,"Blackpool Shopping Centre - Cork ROI, Unit 26, Blackpool Shopping Centre, Cork - ROI",T23 F5KD,"51.9189491	",-8.4802303
1319,Limerick Cruises Street ROI,"Limerick - Crusies St, Unit 5, Crusies St, Limerick",V94VP77,"52.66385	",-8.625199
1320,Cork Douglas Village SC ROI,"Douglas Village Shopping Centre - Cork ROI, 51-52, Douglas Village Shopping Centre, Cork - ROI",T12 WY6X,"51.8773155	",-8.4385948
1322,Limerick Parkway ROI,"Parkway Shopping Centre - Limerick ROI, Unit 35/36, Parkway Shopping Centre, Limerick",V94 P924,52.6625,-8.5913
1323,Dublin Stillorgan Village SC ROI,"Stillorgan Shopping Centre ROI, Unit 41, Stillorgan Village Centre, Old Kilmacud Road, Dublin - ROI",A94 AE28,"53.2889	",-6.1983
1324,Caldicot,"Caldicot, Unit 19, Newport Road, Caldicot",NP26 4BQ,51.591286,-2.751304
1325,Coventry Daventry Road,"Coventry Daventry Road, 155 Daventry Road, Coventry, West Midlands",CV3 5HD,52.394488,-1.506451
1326,Chadderton,"Chadderton, Unit 1, Chadderton Shopping Centre, Greater Manchester",OL9 04Q,"53.54442	",-2.13834
1327,Hemel Hempstead Unit 42,"Hemel Hempstead Relo, Unit 42, The Marlowes Centre, Hemel Hempstead",HP1 1DX,51.749276,-0.471645
1328,St Helens Retail Park,"Unit G3, St Helens Retail Park, St Helens",WA9 1JJ,53.449611,-2.727759
1329,Aberdeen Beach Boulevard,"Aberdeen Boulevard, Unit 1C, Beach Boulevard Retail Park, Links Road, Queen's Links, Aberdeen",AB11 5EJ,57.14916,-2.082775
1331,Bordon,"Bordon, 7, Forest Centre, Pine Hill Road, Bordon",GU35 0TN,51.108849,-0.858065
1332,Ashbourne,"Ashbourne Derbyshire, Unit 6, Horse and Jockey Yard, Ashbourne",DE6 1GH,53.017514,-1.731863
1333,West Durrington,"West Durrington Tesco, Unit 10, Tesco Extra, New Road, Worthing",BN13 3PB,50.833011,-0.421128
1334,York Monks Cross,"York Monks Cross, Unit 14C,  Monks Cross Shopping Park, Monks Cross Drive, Huntington",YO32 9GX,53.988279,-1.045452
1335,Milford Haven Unit B1,"Milford Haven Relo, Unit 1B Havens Head Business Park, The Docks, Milford Haven",SA73 3AU,51.715649,-5.042425
1336,Newry Damolly NI RP,"Newry Damolly Retail Park, Unit 2, Damolly Retail Park, Armagh Road, Newry",BT35 6PR,54.190742,-6.348874
1337,Cardiff Capital RP,"Cardiff Capital, The Pod Unit D Capital Retail Park, Leckwith Road, Leckwith, Cardiff",CF11 8AZ,51.47332,-3.206425
1338,Somercotes Alfreton RP,"Somercoats Alfreton Retial Park, Unit 1A, Somercoats Retail Park, Nottingham Road, Somercoats",DE55 7FA,53.088231,-1.376098
1340,Wallington,"Wallington, Unit 34, Wallington Square, Wallington",SM6 8RW,51.358321,-0.14776
1342,Cork Patricks Street ROI,"Patrick Street, Cork ROI, Unit 77, Patrick Street, Cork - ROI",T12 YA25,"51.89861	",-8.47222
1343,Bloxwich,"Bloxwich, 149 High street, Bloxwich, Walsall",WS3 3LG,52.616912,-2.004604
1344,Harlow Tescos,"Harlow Tesco, Unit 1, Tesco Superstore, Church Langley Way, Harlow",CM17 9TE,51.766095,0.132553
1345,Llantrisant,"Llantrisant, Unit 3B Parc Newydd Shopping Centre, Talbot Green, Pontyclun",CF72 8SY,51.536394,-3.381362
1346,Bargoed,"Bargoed, Unit 6A, Lowry Plaza, Hanbury Road, Bargoed",CF81 8QT,51.688803,-3.228885
1347,Bourne,"Bourne, 17 North Street, Bourne, Lincolnshire",PE10 9AE,52.769112,-0.377462
1348,Uxbridge Relo,"Uxbridge Relo, Units 4-5, Bakers Road, Uxbridge",UB8 1RJ,51.546991,-0.477467
1349,Northampton Mere Way Tesco,"Northampton Mere, Unit 1 Hunsbury Centre, Clannell Road, Northampton",NN4 0JF,52.214954,-0.911364
1350,Chepstow,"Chepstow, 22, High Street, Chepstow",NP16 5LJ,51.641406,-2.67599
1351,Gerrards Cross,"Gerrards Cross, 61 Packhorse Road, Gerrards Cross, Buckinghamshire",SL9 8PG,51.588734,-0.552941
1352,South Elmsall,"18, Barnsley Road, South Elmsall, Pontefract",WF9 2SE,53.595039,-1.289568
1354,Aldershot Unit 30,"Aldershot, Unit 30, Wellington Centre, Aldershot",GU11 1DB,51.248994,-0.76483
1361,Flint,"Flint, Unit B, Flintshire Retail Park, Holywell Road, Flint",CH6 5GB,53.250651,-3.138883
1362,Peterlee Unit 3-5 Relo,"Peterlee Relo, Unit 3-5, The Chare, Peterlee",SR8 1AE,54.759088,-1.334105
1363,Stevenage Relo,"Stevenage Relo, Unit 91, Queensway, Stevenage",SG1 1EA,51.903526,-0.201693
1365,Weston Supermare,"Weston Super Mare, Unit 8 Flowerdwon Retail Park, Aisecome Way, Weston Super Mare",BS22 8FD,51.344775,-2.940737
1366,Leek,"Unit 20, Derby Street, Leek",ST13 5AB,53.105636,-2.023856
1367,Bridgnorth,25 High Street,WV16 4DB,52.535893,-2.420287
1368,Cortonwood,"Cortonwood, Unit 10 Cortonwood Business Park, Cortonwood Drive, Brampton, Barnsley",S73 0UF,53.51046,-1.385693
1369,Newquay Bank Street,"Unit 21, Bank Street, Newquay, Cornwall",TR7 1DH,50.413614,-5.085008
1371,Crewe,"Crewe, Unit 18, Earl Street, Crewe",CW1 2RP,53.096924,-2.434596
1372,Greenford,"Greenford, Unit 2 Westway Cross Retail Park, 1000, Greenford Road, Greenford",UB6 0UW,51.541902,-0.340278
1373,Lincoln ,"Lincoln, Unit 2A, Valentine Road, Lincoln ",LN6 7BH,53.222538,-0.557629
1374,Leamington Spa SP,"Unit L Leamington Shopping Park, Leamington Spa",CV34 6RH,52.278337,-1.548165
1376,Stockton,"Unit 36, Wellington Square, Stockton on Tees",TS18 1NA,54.566355,-1.314126
1378,Antrim Castle Mall Relo,"Unit 46, Castle Mall Shopping Centre, Antrim, Northern Ireland",BT41 4DN,54.715544,-6.219879
1379,Widnes Shopping Park,"Unit 13A, Widnes Shopping Park, Widnes",WA8 7TN,53.366423,-2.725891
1380,Peterborough Brotherhood RP,"Unit J1, Brotherhood Retail Park, Peterborough",PE4 6ZR,52.598803,-0.265869
1381,Stafford 4 Greengate Street Relo,"4 Greengate Street, Stafford",ST16 2HN,52.806696,-2.1171
1382,Galway Eyre Square ROI,"37 Eyre Square, Galway, ROI",H91 W63A,"53.2746	",-9.0525
1383,Carlow Fairgreen ROI,"Unit 21, Fairgreen Shopping Centre, Carlow, ROI",R93 KV27,52.8347397,-6.9230699
1385,Dundee Myrekirk,"Unit 3, Dundee Myrekirk Retail Park, Myrekirk Road, Dundee",DD2 4WB,56.475707,-3.046816
1386,Clonmell O'Connel Street ROI,"84 O'Connel Street, Clonmel, ROI",E91 HC04,52.3530198,-7.7019527
1387,"Finglas Charlestown Shopping Centre, ROI","Unit 2a, Charlestown SC, St Margarets Rd, Finglas North, Dublin, ROI",D11 T8K7,53.405,-6.297
1388,Waterford ROI,"Unit 2, Broad Street, Waterford, ROI",X91 E921,52.2602336,-7.112045
1389,Athlone Golden Island Shopping Centre ROI,"Unit 27, Golden Island Shopping Centre, Athlone, Co. Westmeath, ROI",N37 VR88,53.4204865,-7.9336543
1390,Spennymoor,"Unit 9, Festive Walk, Spennymoor",DL16 6AB,54.699477,-1.602182
1391,Larkhall,"72 Union Street, Larkhall",ML9 1DR,55.740305,-3.974551
1392,Glasgow Barrhead Retail Park,"6, Corsemill Place, Barrhead Retail Park, Barrhead, Glasgow",G78 1FQ,55.808408,-4.377573
1393,Newcastle Belvedere,"Unit 7, Belvedere Retail Park, Newcastle",NE3 2PA,55.012593,-1.666288
1394,Fenchurch Street (Inner London Store),"147-148 Fenchurch Street, London",EC3M 6BL ,51.511669,-0.082487
1395,Tottenham Court Road,"61 Tottenham Court Road, Fitzrovia, London",W1T 2EP,51.519825,-0.133791
1396,High Holborn,"306 High Holborn, London",WC1V 7JY,51.518066,-0.114318
1397,Gorey ROI,Unit 13 The Avenue  Knockmullen ,Y25 HN12,52.6726287,-6.2941281
1398,Hinckley Castle Street,"15 Castle Street, Hinckley",LE10 1DA,52.541671,-1.369312
1399,Kilkenny ROI,Unit 21 MacDonagh Junction,R95 W8RH,52.6552274,-7.2442061
1400,Shannon ROI,Unit 41-42 Shannon Town Centre,V14 KD91,52.6933,-8.9201
1401,Stourport on Seven,"44 High Street, Stourport on Seven",DY13 8BX,52.340364,-2.27871
1402,Letterkenny ROI,Unit 12CD Letterkenny Shopping Centre  Port Road,F92 X765,55.001355,-7.98178
1403,Portlaoise ROI,Unit 39 Laois Shopping Centre,R32 FC82,53.15021,-7.33887
1405,Bray ROI,"Unit 4, Bray Central, Main Street, Bray, Co Wicklow",A98 P6KO,53.191643,-6.09093
1406,Sutton Coldfield 146,"Unit 146 Gracechurch Centre, Sutton Coldfield",B72 1PH,52.5619,-1.825675
1408,Rathmines ROI,Unit 5 Swan Shopping Centre,DO6 XW92,53.32351,-6.26493
1411,Haywards Heath,"24-26 South Road, Haywards Heath",RH16 4LJ,50.997218,-0.102617
1412,Chard,"Unit 1 35 Fore Street, Chard",TA20 1PT,50.872784,-2.963391
1413,St Andrews,"94, Market Street, St Andrews",KA16 9PA,55.60751,-4.32416
1414,Kilingworth 31a,"31a Killingworth Centre, Killingworth",NE12 6YT,55.036461,-1.566499
1415,Exeter Stone Lane Retail Park,"Unit 9, Stone Lane Retail Park, Marsh Barton, Exeter",EX2 8JB,50.709306,-3.538538
1416,Leytonstone,"785, High Road, Leytonstone",E11 3AJ,51.569696,0.013216
1417,Chorlton,"605a, Wilbranham Road, Chorlton",M21 9AN,53.442422,-2.280522
1418,Colney Fields,"Unit 1B, Colney Fields Retail Park, St Albans",AL2 1AB,51.716797,-0.282939
1419,Evesham The Valley,"Unit 1B, The Valley, Evesham",WR11 4DS,52.116069,-1.938391
1420,Leominster,"24, High Street, Leominster",HR6 8LZ,52.227319,-2.738918
1421,Barnard Castle,"26, Horse Market, Barnard Castle",DL12 8LY,54.543907,-1.923632
1422,Pennywell Sunderland,"Unit7/8, Pennywell Shopping Centre, Pennywell, Sunderland",SR4 9AS,54.896763,-1.439408
1423,Walworth,"283, Walworth Road, Walworth, London",SE17 2TG,51.487165,-0.094708
1424,Hexham,"23-25, Fore St, Hexham",NE46 1LU,54.970485,-2.100951
1425,"Doxford Park, Sunderland","Unit 11, Doxford Park, Doxford, Sunderland",SR3 2ND,54.867358,-1.414513
1426,Grimsby RELO,"Unit 93, Freshney Place Shopping Centre, Grimsby",DN31 1QR,53.566013,-0.085876
1427,Atherstone,"90, horse Market, Atherstone",CV9 1AP,52.577434,-1.546104
1428,Seaford,"Unit 32a, Broad Street, Seaford, East Sussex",BN25 1ND,50.77227,0.102661
1429,March ROI,"Unit 41, Broad Street, March, Ireland",ROI,52.550566,0.087778
1430,Poole,"171-173, High Street, Poole, Dorset",BH15 1AU,50.717168,-1.982334
1431,Blaby,"10, Johns Court, Blaby, Leicester",LE8 4DJ,52.574885,-1.1638
1432,Wilmslow Grove Street,"41, Grove Street, Wilmslow",SK9 1DT,53.326258,-2.231908
1434,Beverley Toll Gavel,"Unit 1, 18 Toll Gavel, Beverley",HU17 9AJ,53.842003,-0.431161
1435,Kingswinford,"23, Market Street, Kindswinford",DY6 9JT,52.496821,-2.168032
1436,Mullingar ROI,"Unit 4 & 5, Harbour Shopping Centre, Mullingar, ROI",N91 PV20,53.5280228,-7.3400755
1437,Swords Pavillions ROI,"Unit G17, Swords Pavillion, Malahide Road, Dublin ROI",K67 FA48,53.45389,-6.21857
1438,Guildford RELO,"27, The Friary Shopping Centre, Guildford",GU1 4YN,51.23709,-0.576647
1440,Aintree Retail Park,"Unit 9b, Aintree Racecourse Retail Park, Aintree, Liverpool",L9 5AL,53.478984,-2.950788
1441,Lincoln Carlton Centre,"Unit 7b, The Carlton Centre, Outer Circle Road, Lincoln",LN2 4FJ,53.241259,-0.506843
1442,Wrexham Plas Coch Retail Park,"Unit H1, Plas Coch Retail Park, Wrexham",LL11 2BA,53.057165,-3.00814
1443,Edmonton Green,"Unit 15, North Mall, 62 Market Square, Edmonton Green Shopping Centre, London",N9 0TZ,51.624157,-0.057899
1445,Thurles ROI,"Unit N24, Thurles Shopping Centre, Tipperary, ROI",E41 V4Y9,52.6751068,-7.8115454
1446,Donaghmede ROI,"Unit 7A, Donaghmede Shopping Centre, Grange Road, Dublin, ROI",D13 FK74,53.395,-6.162
1447,Balbriggan ROI,"Unit 10, Millfield Shopping Centre, Naul Road, Balbriggan",K32 EH96,53.6072062,-6.1958297
1448,Windsor,"101, Peascod Street, Windsor",SL4 1DH,51.480955,-0.611701
1449,Worthing RELO,"58, Montague Street, Worthing, West Sussex",BN11 3HE,50.810221,-0.373964
1451,WestField London,"Unit SU2120, Level 50, Westfield London, Ariel Way, London",W12 7GD,51.508222,-0.222156
1452,Stane Retail Park,"Unit A6a, Stane Retail Park, Stanway, Colchester",CO3 8DW,51.888721,0.825884
1453,Hatfield,"74-78, Town Centre, Hatfield",AL10 0JW,51.763353,-0.227469
1454,Horley,"15, High Street, Horley",RH6 7BH,51.172545,-0.162578
1455,Chelthenham Gallagher Retail Park- Food Warehouse,"Unit L, Gallagher Retail Park, Tewkesbury Road, Cheltenham",GL51 9RR,51.918421,-2.103659
1457,Acton The Oaks,"Unit 3, The Oaks Shopping Centre, Churchfield Road, Acton, London",W3 6RE,51.507603,-0.269835
1458,Dorking,"123, High Street, Dorking",RH4 1AL,51.232422,-0.331355
1459,Bedford Interchange Retail Park,"Unit F3, Interchange Retail Park, Ampthill Road, Kempston, Bedford",MK42 7AZ,52.109368,-0.48508
1460,Hertford Lea Wharf,"Unit 1a, Lea Wharf, Bircherley Street, Hertford",SG14 1BN,51.797443,-0.077013
1461,Walsall Crown Wharf Retail Park,"Unit 15B, Crown Wharf Retail Park, Walsall",WS2 8LL,52.586894,-1.988572
1462,Cardiff Valegate Retail Park,"Unit H1, Valegate Retail Park, Cardiff",CF5 6EH,51.463254,-3.273157
1463,Worcester Park,"138, Central Road, Worcester Park, London",KT4 8HH,51.379492,-0.243084
1464,Shepton Mallet,"Unit 7, Townsend Retail Park",BA4 5EG,51.187333,-2.550929
1466,Bristol 34/36 Broadmead Relo,"Unit 34/36 Broadmead, Bristol",BS1 3HA,51.458033,-2.588583
1468,Blyth RELO,"18, Regent Street, Blyth, Northumberland",NE24 1LP,55.127695,-1.509526
1469,London Cheapside,"128-129, Cheapside, London",EC2V 6BT,51.514342,-0.094784
1470,Rhyl Marina Retail Park,"Unit 10, SU3, Marina Quay, Wellington Road, Rhyl",LL18 1LQ,53.314823,-3.504248
1471,Yarm,"71, High Street, Yarm",TS15 9BG,54.509412,-1.354972
1472,"Syston, Leicester","1229, Melton Road, Syston, Leicester",LE7 2JT,52.697993,-1.074027
1473,Edinburgh Gyle RELO,"49-50, Gyle Avenue, Edinburgh",EH12 9JU,55.938476,-3.313923
1476,"Thurmaston, Leicester",Fsurrey,LE4 8GP,52.683971,-1.089471
1477,Petersfield,"8, The Square, Petersfield, Hampshire",GU32 3HJ,51.004187,-0.937586
1480,Manchester Media City,"Unit 62, Quayside Mall Media City, Salford",M50 3AG,53.470876,-2.293198
1481,Leicester High Cross,"Unit LL97, High Cross, Leicester",LE1 4FS,52.636651,-1.136794
1482,Harrogate Morrisons,"Morrisons Supermarket, Harrogate",HG2 7LD,53.993726,-1.496318
1484,"Dublin, Jervis Shopping Centre ROI","Unit 15b, Jervis Shopping Centre, 125 Abbey Street Upper, Dublin, ROI",D01 W3X5,53.3478279,-6.2651659
1485,Prestwick,"52, Main Street, Prestwick",KA9 1NX,55.500004,-4.611065
1488,"Middleton, St Georges Retail Park","Unit 3, St Georges Retail Park, Middleton, South Leeds",LS10 4TQ,53.748955,-1.528696
1490,Frascati ROI,"Unit G11/G12, Frascati Shopping Centre, Blackrock, Dublin, ROI",A94 X9N9,53.30128098,-6.18136978
1491,Cheshunt Brookfield,"Unit 3A(2), Brookfield Retail Park, Cheshunt, Hertfordshire",EN8 0QE,51.71938,-0.038445
1492,Tipperary ROI,"Unit 3, Tipperary Town Shopping Centre, Limerick Road, Co Tipperary",E34 FW98,52.4784512,-8.1772971
1493,Bolton Market Place Shopping Centre,"Unit 8C, The Market Place Shopping Centre, Bolton",BL1 2AL,53.581308,-2.429656
1494,Milton Keynes Kingston Retail Park,"37 Winchester Circle, Kingston, Milton Keynes",MK10 0BA,52.035377,-0.68817
1495,Mallow ROI,"Unit 18a, Market Square, Co Cork",P51 N9KP,51.721094,-9.1141646
1496,Aylesford Tesco,"Unit 2, Lunsford Park SC, Aylesford, Larkfield",ME20 6RJ,51.31097,0.441533
1497,"The Glades Shopping Centre, Bromley","34 The Glades Shopping Centre, Bromley",BR1 1DD,51.40389,0.016607
1498,"Linwood, Scotland","19J, Bridge Street, Linwood, Paisley",PA3 3DB,55.848099,-4.489257
1499,Oxted,"47, Station Road East, Oxted",RH8 0AX,51.257655,-0.002855
1500,Larne Laharna NI RELO,"Unit 5b, Laharna Retail Park, 63 Circular Road, Larne",BT40 1JS,54.850613,-5.816525
1501,Killarney ROI,"Unit 13b, Deerpark Retail Park, Co. Kerry, Kerry",V93 H5HRP,52.06302,-9.49776
1503,Wexford ROI,"83, North Main Street, Wexford, County Wexford",Y35 VEV7,52.34025237,-6.46269484
1504,Meanwood Northside Retail Park,"Unit 2a, Stonegate Road, Northside Retail Park, Meanwood, Leeds",LS7 2TT,53.828722,-1.564053
1505,Longton Relo,"Unit 68 Bennett Precinct, 51 The Strand, Longton, Stoke-on-Trent",ST3 2NS,52.987766,-2.136675
1506,Bandon Riverside ROI,"Unit 9, Riverview Shopping Centre, Macswiney Quay, Bandon, Co Cork",P72 DY79,51.7445874,-8.7401898
1507,Ennis ROI,"8, Lower Market Street, Ennis, Co Clare",V95 WCT8,52.8432411,-8.9838064
1509,Wakelfield Ridings RELO,"69, Bishopsgate Walk, Ridings Shopping Centre, Wakefield",WF1 1YB,53.681937,-1.497148
1511,Stirchley,"1362 Pershore Road, Stirchley, Birmingham",B30 2XU,52.430236,-1.920603
1512,"Staines, Two Rivers Retail Park","Unit SUB, Norris Road, Two Rivers, Staines Upoen Thames",TW18 4UP,51.434567,-0.51096
1514,Hartlepool Anchor RP,"Unit 9B, Anchor Retail Park  Marina Way, Hartlepool",TS24 0XR,54.690509,-1.209569
